country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
India,1 Year,2024,Yes,IN-GEP-12-1013,2019,7,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,No,No,No,No,No,No,No,,,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0663,2019,7,Yes,22,Yes,0,Yes,Other,,,Yes,Yes,Yes,Never married,,,,,0,No,No,Yes,No,No,No,Yes,No,No,No,No,,,Yes,,,,No,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-1051,2019,7,Yes,23,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Partially,,Partially,No,Partially,Partially,Partially,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0308,2017,5,0,21,Yes,0,0,,,,0,Yes,Yes,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0179,2019,7,0,22,Yes,0,Yes,University,,,0,0,,Married,20,Yes,1,22,0,Yes,No,No,Yes,No,No,No,No,No,No,No,Partially,,,Partially,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0442,2016,4,0,22,Yes,0,Yes,University,,,Yes,0,Yes,No response,,,,,0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,No,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0145,2019,7,Yes,22,Yes,Yes,,,University,Full time,Yes,Yes,Yes,Never married,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-14-0990,2019,5,Yes,23,Yes,0,Yes,University,,,Yes,Yes,Yes,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0078,2019,7,0,23,0,0,,,,,0,0,,Married,11,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To some extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0166,2019,7,Yes,23,Yes,0,Yes,University,,,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0158,2019,7,Yes,22,Yes,0,Yes,University,,,0,0,,Never married,,,,,0,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,,Yes,,,Yes,,Partially,Partially,Yes,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-16-2354,2021,5,Yes,18,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-16-2033,2023,7,Yes,18,Yes,Yes,,,University,Full time,Yes,Yes,Yes,Engaged to be married,,,,,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,,Yes,No,Yes,Yes,,No,,Yes,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0261,2019,7,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Partially,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Partially,,Yes,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0127,2019,5,Yes,24,Yes,Yes,,,Other,0,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Partially,Yes,0,Yes,Yes,Yes,Not at all helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0123,2019,7,Yes,23,Yes,Yes,,,University,0,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-15-0984,2023,8,Yes,18,0,0,,,,,Yes,Yes,0,Never married,,,,,0,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,Yes,,Partially,,,Partially,Partially,0,0,0,Yes,Not at all helpful,Yes,To some extent,,,,
India,1 Year,2024,Yes,IN-GEP-14-0713,2019,5,0,24,Yes,0,0,,,,0,0,,Married,20,Yes,1,21,"yes, all the time",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Partially,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0241,2019,7,0,23,Yes,0,Yes,University,,,0,0,,Married,23,0,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Partially,Yes,Partially,Yes,Yes,Yes,Yes,,Yes,Yes,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0832,2019,7,Yes,21,Yes,Yes,,,Other,0,0,0,,Never married,,,,,0,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,,,,Partially,,Partially,,Partially,,,Partially,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0257,2019,7,0,26,0,0,,,,,Yes,Yes,Yes,Married,19,Yes,2,20,"yes, all the time",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,0,Yes,Yes,0,,No,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0192,2019,7,0,24,Yes,0,Yes,University,,,0,0,,Married,21,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Not at all helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-19-3622,2023,4,Yes,19,0,0,,,,,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,,,Yes,Yes,,,Yes,Yes,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
India,1 Year,2024,Yes,IN-GEP-12-0227,2019,7,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0035,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0089,2022,7,0,21,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0108,2022,7,Yes,21,0,0,,,,,0,0,,Married,20,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0026,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0058,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Not at all helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0160,2022,7,0,19,0,0,,,,,Yes,0,Yes,Married,18,0,,,0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0055,2022,7,0,21,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0017,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Partially,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0053,2022,7,0,18,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0028,2022,7,Yes,18,0,0,,,,,0,0,,Married,17,Yes,1,18,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0021,2022,7,0,20,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0014,2022,7,Yes,18,0,0,,,,,0,0,,Never married,,,,,0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0020,2022,7,0,18,0,0,,,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0076,2022,7,0,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0027,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Partially,Partially,,,,,,Partially,Partially,Partially,Partially,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0080,2022,7,0,20,0,0,,,,,0,Yes,Yes,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0008,2022,3,Yes,20,0,0,,,,,0,0,,Separated/divorced,19,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0013,2022,7,0,18,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0056,2022,7,Yes,19,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0043,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0141,2022,7,Yes,18,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0158,2022,7,0,19,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0087,2022,7,Yes,18,0,0,,,,,0,0,,Never married,,,,,0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0038,2022,4,0,18,0,0,,,,,Yes,Yes,Yes,Married,18,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0033,2022,7,Yes,18,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0127,2022,7,Yes,20,Yes,0,0,,,,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0088,2022,7,Yes,18,0,0,,,,,0,0,,Married,18,0,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0040,2022,7,Yes,20,0,0,,,,,0,0,,Married,18,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0086,2022,7,0,18,0,0,,,,,Yes,0,Yes,Married,18,0,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0142,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0133,2022,7,Yes,19,Yes,0,Yes,Other,,,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0102,2022,7,Yes,20,0,0,,,,,0,0,,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0001,2022,7,Yes,20,Yes,Yes,,,University,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0047,2022,7,Yes,20,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0025,2022,7,Yes,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0022,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0018,2022,7,Yes,20,0,0,,,,,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0060,2022,7,0,18,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0041,2022,7,Yes,21,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,Yes,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0029,2022,7,Yes,18,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,0,2023,Yes,LA-GEP-15-0132,2022,7,Yes,19,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0048,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0009,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0049,2022,7,Yes,20,Yes,0,0,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0177,2018,7,Yes,24,Yes,0,Yes,Medical Degree,,,Yes,0,Yes,Married,23,0,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Partially,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0023,2022,7,0,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0046,2018,7,Yes,25,Yes,0,Yes,Other,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-09-0273,2018,7,Yes,23,Yes,0,Yes,University,,,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Partially,Partially,Yes,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0073,2018,7,Yes,23,Yes,0,0,,,,0,0,,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-14-0239,2018,5,Yes,23,0,0,,,,,0,Yes,Yes,Married,19,Yes,2,19,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-12-0130,2018,7,Yes,24,0,0,,,,,0,0,,Married,19,Yes,2,19,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0050,2022,7,Yes,19,Yes,Yes,,,Engineering Degree,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-14-0228,2018,5,Yes,25,Yes,0,0,,,,Yes,0,0,Separated/divorced,22,0,,,0,Yes,No,No,No,No,No,No,No,No,No,No,Partially,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0138,2018,7,0,24,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-09-0177,2018,7,Yes,24,0,0,,,,,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-09-0233,2018,7,Yes,25,0,0,,,,,0,0,,Married,20,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-09-0166,2018,7,Yes,24,0,0,,,,,0,0,,Married,23,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0103,2022,7,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0173,2018,7,0,23,Yes,0,Yes,Engineering Degree,,,Yes,0,Yes,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0179,2018,7,Yes,24,Yes,0,Yes,University,,,0,0,,Never married,,,,,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Partially,Partially,Yes,,Yes,Yes,Yes,Yes,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-14-0243,2018,7,Yes,25,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0047,2018,7,0,26,0,0,,,,,Yes,0,0,Married,20,Yes,2,21,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Partially,Yes,Yes,Yes,Yes,Yes,Yes,Partially,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0130,2022,7,Yes,20,0,0,,,,,Yes,0,0,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-14-0238,2018,7,Yes,24,0,0,,,,,0,0,,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0101,2022,7,Yes,19,0,0,,,,,0,0,,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0070,2018,7,Yes,22,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-09-0211,2018,7,0,25,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-11-0163,2018,7,Yes,23,Yes,0,Yes,University,,,Yes,Yes,Yes,Never married,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Partially,Partially,Partially,Partially,Partially,Partially,Partially,Partially,Partially,Partially,Partially,0,0,0,Yes,Somewhat helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0007,2022,7,0,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0034,2022,7,Yes,18,0,0,,,,,0,0,,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Laos,1 Year,2023,Yes,LA-GEP-15-0032,2022,7,Yes,20,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
